,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
2812,General debate,A_61_PV.10_E, 2006-09-19 ,Kaczynski,Poland,Lech  Kaczynski,POL,President of the Republic of Poland 
2813,General debate,A_61_PV.10_E, 2006-09-19 ,Chirac,France,Jacques  Chirac,FRA,President of the French Republic 
2814,General debate,A_61_PV.10_E, 2006-09-19 ,Musharraf,Pakistan,Pervez  Musharraf,PAK,President of the Islamic Republic of Pakistan 
2815,General debate,A_61_PV.10_E, 2006-09-19 ,Halonen,Finland,Tarja Kaarina  Halonen,FIN,President of the Republic of Finland address by the President of the Republic of Finland. 
2816,General debate,A_61_PV.10_E, 2006-09-19 ,Mbeki,South Africa,Thabo  Mbeki,ZAF,President of the Republic of South Africa 
2817,General debate,A_61_PV.10_E, 2006-09-19 ,Bush,United States,George W.  Bush,USA,President of the United States of America 
2818,General debate,A_61_PV.10_E, 2006-09-19 ,Silva,Brazil,Luiz Inácio Lula da  Silva,BRA,President of the Federative Republic of Brazil 
2810,General debate,A_61_PV.11_E, 2006-09-19 ,Onorio,Kiribati,Teima  Onorio,KIR,Vice-President of the Republic of Kiribati 
2811,General debate,A_61_PV.11_E, 2006-09-19 ,Stoltenberg,Norway,Jens  Stoltenberg,NOR,Prime Minister of the Kingdom of Norway Mr. Jens Stoltenberg
2805,General debate,A_61_PV.12_E, 2006-09-20 ,Al Nahyan,United Arab Emirates,Abdullah bin Zayed  Al Nahyan,ARE,Minister for Foreign Affairs of the United Arab Emirates. Sheikh Al Nahyan (United Arab Emirates) (spoke in Arabic): It gives me pleasure
2806,General debate,A_61_PV.12_E, 2006-09-20 ,Al-Thani,Qatar,Sheikh   Tamim bin Hamad Al-Thani,QAT,Heir Apparent of the State of Qatar
2807,General debate,A_61_PV.12_E, 2006-09-20 ,Lazo Hernández,Cuba,Esteban  Lazo Hernández,CUB,Vice- President of the Republic of Cuba 
2808,General debate,A_61_PV.12_E, 2006-09-20 ,Somare,Papua New Guinea,Michael  Somare,PNG,Prime Minister of Papua New Guinea 
2809,General debate,A_61_PV.12_E, 2006-09-20 ,Djukanovic,Montenegro,Milo  Djukanovic,MNE,President of the Government of the Republic of Montenegro 
2797,General debate,A_61_PV.13_E, 2006-09-20 ,Al-Qirbi,Yemen,Abubakr A.  Al-Qirbi,YEM,Minister for Foreign Affairs of Yemen. Mr. Al-Qirbi (Yemen)(spoke in Arabic): At the outset
2798,General debate,A_61_PV.13_E, 2006-09-20 ,Kutesa,Uganda,Sam K.  Kutesa,UGA,Minister for Foreign Affairs of Uganda. Mr. Kutesa (Uganda): Let me first of all congratulate Ms. Haya Rashed Al-Khalifa on her election to the presidency of the General Assembly at its sixty-first session. I am confident that
2799,General debate,A_61_PV.13_E, 2006-09-20 ,Gucht,Belgium,Karel de  Gucht,BEL,Minister for Foreign Affairs of the Kingdom of Belgium. Mr. De Gucht (Belgium) (spoke in French): Just one year ago
