,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
4811,General debate,A_72_PV.10_E, 2017-09-20 ,Vargas Maldonado,Dominican Republic,Miguel  Vargas Maldonado,DOM,Minister for Foreign Affairs of the Dominican Republic. Mr. Vargas Maldonado (Dominican Republic) (spoke in Spanish): I am honoured to address the General Assembly on behalf of the people and the Government of the Dominican Republic. At the outset
4813,General debate,A_72_PV.10_E, 2017-09-20 ,Bourita,Morocco,Nasser   Bourita,MAR,Minister for Foreign Affairs and Cooperation of the Kingdom of Morocco. Mr. Bourita (Morocco) (spoke in Arabic): On behalf of the delegation of the Kingdom of Morocco
4814,General debate,A_72_PV.10_E, 2017-09-20 ,Bainimarama,Fiji,Josaia V.  Bainimarama,FJI,Prime Minister of the Republic of Fiji 
4815,General debate,A_72_PV.10_E, 2017-09-20 ,Al-Sabah,Kuwait,Sabah Khalid Al-Hamad  Al-Sabah,KWT,Prime Minister of the State of Kuwait 
4816,General debate,A_72_PV.10_E, 2017-09-20 ,Van Thio,Myanmar,U Henry   Van Thio,MMR,Vice-President of the Republic of the Union of Myanmar 
4817,General debate,A_72_PV.10_E, 2017-09-20 ,Waqa,Nauru,Baron Divavesi  Waqa,NRU,President of the Republic of Nauru 
4818,General debate,A_72_PV.10_E, 2017-09-20 ,Serraj,Libya,Faiez Mustafa  Serraj,LBY,President of the Presidency Council of the Government of National Accord of Libya 
4819,General debate,A_72_PV.10_E, 2017-09-20 ,Mswati III,Swaziland,1968-   King of Swaziland Mswati III,SWZ,Head of State of the Kingdom of Swaziland 
4820,General debate,A_72_PV.10_E, 2017-09-20 ,Sall,Senegal,Macky  Sall,SEN,President of the Republic of Senegal 
4821,General debate,A_72_PV.10_E, 2017-09-20 ,Rajaonarimampianina Rakotoarimanana,Madagascar,Hery Martial  Rajaonarimampianina Rakotoarimanana,MDG,President of the Republic of Madagascar 
4822,General debate,A_72_PV.10_E, 2017-09-20 ,Mutharika,Malawi,Arthur Peter  Mutharika,MWI,President of the Republic of Malawi 
4823,General debate,A_72_PV.10_E, 2017-09-20 ,Iohannis,Romania,Klaus Werner  Iohannis,ROU,President of Romania 
4802,General debate,A_72_PV.11_E, 2017-09-21 ,Hadi,Yemen,Abdrabuh Mansur  Hadi,YEM,President of the Republic of Yemen 
4803,General debate,A_72_PV.11_E, 2017-09-21 ,Bongo Ondimba,Gabon,Ali  Bongo Ondimba,GAB,President of the Gabonese Republic 
4804,General debate,A_72_PV.11_E, 2017-09-21 ,Akufo-Addo,Ghana,Nana   Akufo-Addo,GHA,President of the Republic of Ghana 
4805,General debate,A_72_PV.11_E, 2017-09-21 ,Kaboré,Burkina Faso,Roch Marc Christian  Kaboré,BFA,President of Faso and President of the Council of Ministers of Burkina Faso 
4806,General debate,A_72_PV.11_E, 2017-09-21 ,Anastasiades,Cyprus,Nicos  Anastasiades,CYP,President of the Republic of Cyprus. 
4807,General debate,A_72_PV.11_E, 2017-09-21 ,Aoun,Lebanon,Michel  Aoun,LBN,President of the Lebanese Republic 
4808,General debate,A_72_PV.11_E, 2017-09-21 ,Moon,Republic of Korea,Jae-in  Moon,KOR,President of the Republic of Korea 
4809,General debate,A_72_PV.11_E, 2017-09-21 ,Moïse,Haiti,Jovenel  Moïse,HTI,President of the Republic of Haiti 
4810,General debate,A_72_PV.11_E, 2017-09-21 ,Vucic,Serbia,Aleksandar  Vucic,SRB,President of the Republic of Serbia 
4790,General debate,A_72_PV.12_E, 2017-09-21 ,Caso,Mexico,Luis Videgaray  Caso,MEX,Minister for Foreign Affairs of the United Mexican States. Mr. Videgaray Caso (Mexico) (spoke in Spanish): I am addressing the General Assembly today at a difficult and painful time for Mexicans. Our nation has been battered by Nature. In recent weeks
4791,General debate,A_72_PV.12_E, 2017-09-21 ,Wang,China,Yi  Wang,CHN,Minister for Foreign Affairs of the Peoples Republic of China. Mr. Wang Yi (China) (spoke in Chinese): 
