,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
3525,General debate,A_65_PV.11_E, 2010-09-23 ,Harper,Canada,Stephen  Harper,CAN,Prime Minister of Canada 
3526,General debate,A_65_PV.11_E, 2010-09-23 ,Wen,China,Jiabao  Wen,CHN,Premier of the State Council of the Peoples Republic of China 
3527,General debate,A_65_PV.11_E, 2010-09-23 ,Yanukovych,Ukraine,Viktor   Yanukovych,UKR,President of Ukraine hear an address by the President of Ukraine. Mr. Viktor Yanukovych
3528,General debate,A_65_PV.11_E, 2010-09-23 ,García Pérez,Peru,Alan Gabriel  García Pérez,PER,President of the Republic of Peru 
3529,General debate,A_65_PV.11_E, 2010-09-23 ,Rahmon,Tajikistan,Emomali   Rahmon,TJK,President of the Republic of Tajikistan 
3530,General debate,A_65_PV.11_E, 2010-09-23 ,Kibaki,Kenya,Mwai  Kibaki,KEN,President of the Republic of Kenya 
3531,General debate,A_65_PV.11_E, 2010-09-23 ,Al-Thani,Qatar,Sheikh Hamad bin Khalifa  Al-Thani,QAT,Amir of the State of Qatar 
3532,General debate,A_65_PV.11_E, 2010-09-23 ,Gül,Turkey,Abdullah  Gül,TUR,President of the Republic of Turkey 
3533,General debate,A_65_PV.11_E, 2010-09-23 ,Rajapaksa,Sri Lanka,Mahinda  Rajapaksa,LKA,President of the Democratic Socialist Republic of Sri Lanka 
3534,General debate,A_65_PV.11_E, 2010-09-23 ,Chinchilla Miranda,Costa Rica,Laura  Chinchilla Miranda,CRI,President of the Republic of Costa Rica 
3535,General debate,A_65_PV.11_E, 2010-09-23 ,Mutharika,Malawi,Bingu Wa  Mutharika,MWI,President of the Republic of Malawi 
3536,General debate,A_65_PV.11_E, 2010-09-23 ,Obama,United States,Barack  Obama,USA,President of the United States of America 
3537,General debate,A_65_PV.11_E, 2010-09-23 ,Leuthard,Switzerland,Doris  Leuthard,CHE,President of the Swiss Confederation 
3538,General debate,A_65_PV.11_E, 2010-09-23 ,Amorim,Brazil,Celso  Amorim,BRA,Minister for Foreign Affairs of Brazil. Mr. Amorim (spoke in Portuguese; English text provided by the delegation): It is a great honour for me to come to this rostrum to speak on behalf of the people and Government of Brazil. I bring the greetings of President Lula. Within days
3506,General debate,A_65_PV.12_E, 2010-09-23 ,Grauls,Belgium,Jan  Grauls,BEL,will be responsible for addressing gender issues in place of the four institutions that have hitherto worked to promote gender equality and the empowerment of women. This is an important act which we dare to hope will lead Member States to advance in other sectors of United Nations reform
3507,General debate,A_65_PV.12_E, 2010-09-23 ,Salsabili,Iran,Mansour  Salsabili,IRN,
3508,General debate,A_65_PV.12_E, 2010-09-23 ,Ehouzou,Benin,Jean-Marie  Ehouzou,BEN,Special Envoy of the Republic of Benin. Mr. Ehouzou (Benin) (spoke in French): I bring a message on behalf of the President of the Republic of Benin
3509,General debate,A_65_PV.12_E, 2010-09-23 ,Vanackere,Belgium,Steven  Vanackere,BEL,Deputy Prime Minister and Minister for Foreign Affairs and Institutional Reform of Belgium. Mr. Vanackere (Belgium) (spoke in French): History has shown us that words can change the face of the world. It has proven that the spoken word can influence the future
3510,General debate,A_65_PV.12_E, 2010-09-23 ,Djibo,Niger,Salou  Djibo,NER,President of the Supreme Council for Restoration of Democracy
3511,General debate,A_65_PV.12_E, 2010-09-23 ,Talabani,Iraq,Jalal  Talabani,IRQ,President of the Republic of Iraq 
3512,General debate,A_65_PV.12_E, 2010-09-23 ,Koroma,Sierra Leone,Ernest Bai   Koroma,SLE,President of the Republic of Sierra Leone 
3513,General debate,A_65_PV.12_E, 2010-09-23 ,Morales Ayma,Bolivia,Evo  Morales Ayma,BOL,President of the Plurinational State of Bolivia 
3514,General debate,A_65_PV.12_E, 2010-09-23 ,Grybauskaite,Lithuania,Dalia  Grybauskaite,LTU,President of the Republic of Lithuania 
3515,General debate,A_65_PV.12_E, 2010-09-23 ,Fernández,Dominican Republic,Leonel  Fernández,DOM,President of the Dominican Republic 
3516,General debate,A_65_PV.12_E, 2010-09-23 ,Topi,Albania,Bamir   Topi,ALB,President of the Republic of Albania 
3517,General debate,A_65_PV.12_E, 2010-09-23 ,Piñera Echeñique,Chile,Sebastián  Piñera Echeñique,CHL,President of the Republic of Chile 
3518,General debate,A_65_PV.12_E, 2010-09-23 ,Biya,Cameroon,Paul  Biya,CMR,President of the Republic of Cameroon 
3519,General debate,A_65_PV.12_E, 2010-09-23 ,Martinelli Berrocal,Panama,Ricardo Alberto  Martinelli Berrocal,PAN,President of the Republic of Panama 
3520,General debate,A_65_PV.12_E, 2010-09-23 ,Aliyev,Azerbaijan,Ilham Heydar oglu  Aliyev,AZE,President of the Republic of Azerbaijan 
3521,General debate,A_65_PV.12_E, 2010-09-23 ,Kabila Kabange,Democratic Republic of the Congo,Joseph  Kabila Kabange,COD,President of the Democratic Republic of the Congo 
3522,General debate,A_65_PV.12_E, 2010-09-23 ,Abdullah II,Jordan,1962-   King of Jordan Abdullah II,JOR,Head of State of the Hashemite Kingdom of Jordan 
3523,General debate,A_65_PV.12_E, 2010-09-23 ,Gasparovic,Slovakia,Ivan  Gasparovic,SVK,President of the Slovak Republic 
3524,General debate,A_65_PV.12_E, 2010-09-23 ,Ahmadinejad,Iran,Mahmoud  Ahmadinejad,IRN,President of the Islamic Republic of Iran 
3494,General debate,A_65_PV.14_E, 2010-09-24 ,Asselborn,Luxembourg,Jean  Asselborn,LUX,Deputy Prime Minister and Minister for Foreign Affairs of Luxembourg. Mr. Asselborn (Luxembourg) (spoke in French): 
3495,General debate,A_65_PV.14_E, 2010-09-24 ,Kan,Japan,Naoto  Kan,JPN,Prime Minister of Japan 
3496,General debate,A_65_PV.14_E, 2010-09-24 ,Al-Sabah,Kuwait,Nasser Al-Mohammad Al-Ahmad  Al-Sabah,KWT,Prime Minister of the State of Kuwait 
3497,General debate,A_65_PV.14_E, 2010-09-24 ,Clegg,United Kingdom,Nick  Clegg,GBR,Deputy Prime Minister 25 of the United Kingdom of Great Britain and Northern Ireland. Mr. Clegg (United Kingdom): 
3498,General debate,A_65_PV.14_E, 2010-09-24 ,Jonathan,Nigeria,Goodluck Ebele   Jonathan,NGA,President and Commander-in-Chief of the Armed Forces of the Federal Republic of Nigeria 
3499,General debate,A_65_PV.14_E, 2010-09-24 ,Christofias,Cyprus,Dimitris  Christofias,CYP,President of the Republic of Cyprus 
3500,General debate,A_65_PV.14_E, 2010-09-24 ,Toribiong,Palau,Johnson  Toribiong,PLW,President of the Republic of Palau 
3501,General debate,A_65_PV.14_E, 2010-09-24 ,Halonen,Finland,Tarja Kaarina  Halonen,FIN,President of the Republic of Finland that start President Halonen: Let me 
3502,General debate,A_65_PV.14_E, 2010-09-24 ,Wade,Senegal,Abdoulaye  Wade,SEN,President of the Republic of Senegal 
3503,General debate,A_65_PV.14_E, 2010-09-24 ,Sleiman,Lebanon,Michel   Sleiman,LBN,President of the Lebanese Republic 
3504,General debate,A_65_PV.14_E, 2010-09-24 ,Bongo Ondimba,Gabon,Ali  Bongo Ondimba,GAB,President of the Gabonese Republic 
3505,General debate,A_65_PV.14_E, 2010-09-24 ,Fernández de Kirchner,Argentina,Cristina  Fernández de Kirchner,ARG,
3471,General debate,A_65_PV.15_E, 2010-09-24 ,Salsabili,Iran,Mansour  Salsabili,IRN,
3472,General debate,A_65_PV.15_E, 2010-09-24 ,Canahuati,Honduras,Mario Miguel  Canahuati,HND,Secretary of State
3473,General debate,A_65_PV.15_E, 2010-09-24 ,Ikouebe,Congo,Basile  Ikouebe,COG,Minister for Foreign Affairs and Cooperation of the Republic of the Congo. 54 demand community the whole of the new entity UN Women and Mr. Ikouebe (Congo) (spoke in French): As we open this session of the General Assembly the world is still facing problems of peace and security
3474,General debate,A_65_PV.15_E, 2010-09-24 ,Skarphedinsson,Iceland,Ossur  Skarphedinsson,ISL,Minister for Foreign Affairs and External Trade of the Republic of Iceland. the neo-liberalistic view of Mr. Skarpheðinsson (Iceland): Let me start by congratulating His Excellency Mr. Joseph Deiss on his election to the presidency at the sixty-fifth session of the General Assembly
3475,General debate,A_65_PV.15_E, 2010-09-24 ,McCully,New Zealand,Murray  McCully,NZL,Minister for Foreign Affairs of New Zealand. Mr. McCully (New Zealand): It is an honour to lead New Zealands delegation this year. 
3476,General debate,A_65_PV.15_E, 2010-09-24 ,King,Saint Lucia,Stephenson  King,LCA,Prime Minister of Saint Lucia 
3477,General debate,A_65_PV.15_E, 2010-09-24 ,Houngbo,Togo,Gilbert Fossoun   Houngbo,TGO,Prime Minister of the Togolese Republic 
3478,General debate,A_65_PV.15_E, 2010-09-24 ,Ivanov,The former Yugoslav Republic of Macedonia,Gjorge   Ivanov,MKD,President of the former Yugoslav Republic of Macedonia 
3479,General debate,A_65_PV.15_E, 2010-09-24 ,Zatlers,Latvia,Valdis  Zatlers,LVA,President of the Republic of Latvia 
3480,General debate,A_65_PV.15_E, 2010-09-24 ,Stephen,Nauru,Marcus   Stephen,NRU,President of the Republic of Nauru 
3481,General debate,A_65_PV.15_E, 2010-09-24 ,Sayasone,Lao People's Democratic Republic,Choummaly  Sayasone,LAO,President of the Lao Peoples Democratic Republic 
3482,General debate,A_65_PV.15_E, 2010-09-24 ,Museveni,Uganda,Yoweri  Museveni,UGA,President of the Republic of Uganda 
3483,General debate,A_65_PV.15_E, 2010-09-24 ,Vujanović,Montenegro,Filip  Vujanović,MNE,President of Montenegro 
3484,General debate,A_65_PV.15_E, 2010-09-24 ,Aquino,Philippines,Benigno Simeon Cojuangco  Aquino,PHL,President of the Republic of the Philippines 
3485,General debate,A_65_PV.15_E, 2010-09-24 ,Ilves,Estonia,Toomas Hendrik  Ilves,EST,President of the Republic of Estonia 
3486,General debate,A_65_PV.15_E, 2010-09-24 ,Funes Cartagena,El Salvador,Carlos Mauricio  Funes Cartagena,SLV,President of the Republic of El Salvador 
3487,General debate,A_65_PV.15_E, 2010-09-24 ,Sambi,Comoros,Ahmed Abdallah  Sambi,COM,President of the Union of the Comoros 
3488,General debate,A_65_PV.15_E, 2010-09-24 ,Jagdeo,Guyana,Bharrat  Jagdeo,GUY,President of the Republic of Guyana 
3489,General debate,A_65_PV.15_E, 2010-09-24 ,Kagame,Rwanda,Paul  Kagame,RWA,President of the Republic of Rwanda 
3490,General debate,A_65_PV.15_E, 2010-09-24 ,Préval,Haiti,René  Préval,HTI,President of the Republic of Haiti 
3491,General debate,A_65_PV.15_E, 2010-09-24 ,Mugabe,Zimbabwe,Robert Gabriel  Mugabe,ZWE,President of the Republic of Zimbabwe 
3492,General debate,A_65_PV.15_E, 2010-09-24 ,Santos Calderón,Colombia,Juan Manuel  Santos Calderón,COL,President of the Republic of Colombia 
3493,General debate,A_65_PV.15_E, 2010-09-24 ,Sirleaf,Liberia,Ellen Johnson  Sirleaf,LBR,President of the Republic of Liberia 
3455,General debate,A_65_PV.16_E, 2010-09-25 ,Saudabayev,Kazakhstan,Kanat  Saudabayev,KAZ,Minister Foreign Affairs of the Republic of Kazakhstan. Mr. Saudabayev in Russian): First of all
3456,General debate,A_65_PV.16_E, 2010-09-25 ,Rudd,Australia,Kevin   Rudd,AUS,Minister for Foreign Affairs of Australia. Mr. Rudd (Australia): This great body has been in existence for two thirds of a century — three times longer than its predecessor body
3457,General debate,A_65_PV.16_E, 2010-09-25 ,Aboul Gheit,Egypt,Ahmed  Aboul Gheit,EGY,Minister for Foreign Affairs of the Arab Republic of Egypt. Mr. Aboul Gheit (Egypt) (spoke in Arabic): 
3458,General debate,A_65_PV.16_E, 2010-09-25 ,Westerwelle,Germany,Guido  Westerwelle,DEU,Vice- Chancellor and Minister for Foreign Affairs of the Federal Republic of Germany. Mr. Westerwelle (Germany) (spoke in German; interpretation provided by the delegation): It is an honour for me to speak to the General Assembly today. 
3459,General debate,A_65_PV.16_E, 2010-09-25 ,Laghdaf,Mauritania,Moulaye Ould Mohamed  Laghdaf,MRT,Prime Minister of the Islamic Republic of Mauritania 
3460,General debate,A_65_PV.16_E, 2010-09-25 ,Abbas,Palestinian Authority,Mahmoud  Abbas,PSE,Chair of the Executive Committee of the Palestine Liberation Organization and President of the Palestinian Authority 
3461,General debate,A_65_PV.16_E, 2010-09-25 ,Balkenende,Netherlands,Jan Peter  Balkenende,NLD,Prime Minister and Minister for General Affairs of the Kingdom of the Netherlands 
3462,General debate,A_65_PV.16_E, 2010-09-25 ,Sócrates,Portugal,José  Sócrates,PRT,Prime Minister of the Portuguese Republic 
3463,General debate,A_65_PV.16_E, 2010-09-25 ,Pahor,Slovenia,Borut  Pahor,SVN,Prime Minister of the Republic of Slovenia
3464,General debate,A_65_PV.16_E, 2010-09-25 ,Silajdzic,Bosnia and Herzegovina,Haris  Silajdzic,BIH,Chairman of the Presidency of Bosnia and Herzegovina 
3465,General debate,A_65_PV.16_E, 2010-09-25 ,Sanhá,Guinea-Bissau,Malam Bacai  Sanhá,GNB,President of the Republic of Guinea-Bissau 
3466,General debate,A_65_PV.16_E, 2010-09-25 ,Ahmed,Somalia,Sheikh Sharif Sheikh   Ahmed,SOM,President of the Transitional Federal Government of the Somali Republic 
3467,General debate,A_65_PV.16_E, 2010-09-25 ,Bouterse,Suriname,Desiré Delano  Bouterse,SUR,President of the Republic of Suriname 
