,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
2092,General debate,A_58_PV.10_E, 2003-09-24 ,Geoana,Romania,Mircea  Geoana,ROU,Minister for Foreign Affairs of Romania. Mr. Geoana (Romania) (spoke in French): I wish to add Romania(cid:146)s voice to the heartfelt congratulations of others to His Excellency Mr. Julian Robert Hunte on his election to the important position of President of the General Assembly
2093,General debate,A_58_PV.10_E, 2003-09-24 ,Obeid,Lebanon,Jean  Obeid,LBN,Minister for Foreign Affairs and Emigrants of the Lebanese Republic. rituals nor Mr. Obeid (Lebanon) (spoke in Arabic): This great number of heads of State and Government have assembled at the current session neither to perform ceremonial the periodic consideration of agendas. Rather
2094,General debate,A_58_PV.10_E, 2003-09-24 ,Moller,Denmark,Per Stig  Moller,DNK,Minister for Foreign Affairs of Denmark. international discussions and decisions in all fields. Let me highlight three areas where the United Nations could be even stronger. Mr. Moeller (Denmark): I should like at the outset to express
2095,General debate,A_58_PV.10_E, 2003-09-24 ,Saborío,Costa Rica,Linnette  Saborío,CRI,Vice-President of the Republic of Costa Rica
2096,General debate,A_58_PV.10_E, 2003-09-24 ,Aliyev,Azerbaijan,Ilham Heydar oglu  Aliyev,AZE,Prime Minister of the Republic of Azerbaijan 
2097,General debate,A_58_PV.10_E, 2003-09-24 ,Jugnauth,Mauritius,Anerood  Jugnauth,MUS,Prime Minister of the Republic of Mauritius 
2098,General debate,A_58_PV.10_E, 2003-09-24 ,Sopoanga,Tuvalu,Saufatu  Sopoanga,TUV,Prime Minister and Minister for Foreign Affairs
2099,General debate,A_58_PV.10_E, 2003-09-24 ,Mosisili,Lesotho,Pakalitha Bethuel  Mosisili,LSO,Prime Minister and Minister for Defence and Public Service of the Kingdom of Lesotho 
2100,General debate,A_58_PV.10_E, 2003-09-24 ,Obiang Nguema Mbasogo,Equatorial Guinea,Teodoro  Obiang Nguema Mbasogo,GNQ,President of the Republic of Equatorial Guinea 
2101,General debate,A_58_PV.10_E, 2003-09-24 ,Kabila Kabange,Democratic Republic of the Congo,Joseph  Kabila Kabange,COD,President of the Democratic Republic of the Congo 
2102,General debate,A_58_PV.10_E, 2003-09-24 ,Wade,Senegal,Abdoulaye  Wade,SEN,President of the Republic of Senegal 
2103,General debate,A_58_PV.10_E, 2003-09-24 ,Kuchma,Ukraine,L.D.  Kuchma,UKR,President of Ukraine 
2104,General debate,A_58_PV.10_E, 2003-09-24 ,Marovic,Serbia and Montenegro,Svetozar  Marovic,YUG,President of Serbia and Montenegro 
2105,General debate,A_58_PV.10_E, 2003-09-24 ,Trajkovski,The former Yugoslav Republic of Macedonia,Boris  Trajkovski,MKD,President of 
2106,General debate,A_58_PV.10_E, 2003-09-24 ,Ndayizeye,Burundi,Domitien  Ndayizeye,BDI,President of the Republic of Burundi 
2065,General debate,A_58_PV.11_E, 2003-09-25 ,Karlsson,Sweden,Jan  Karlsson,SWE,Minister for Development Cooperation
2066,General debate,A_58_PV.11_E, 2003-09-25 ,Straw,United Kingdom,Jack  Straw,GBR,the Secretary of State for Foreign and Commonwealth Affairs of the United Kingdom of Great Britain and Northern Ireland. Mr. Straw (United Kingdom of Great Britain and Northern Ireland): I begin by paying a tribute to Dr. Akila Al-Hashimi
2067,General debate,A_58_PV.11_E, 2003-09-25 ,Shalom,Israel,Silvan  Shalom,ISR,
2068,General debate,A_58_PV.11_E, 2003-09-25 ,Fenech-Adami,Malta,Edward  Fenech-Adami,MLT,Prime Minister of the Republic of Malta 
2069,General debate,A_58_PV.11_E, 2003-09-25 ,Ahern,Ireland,Bertie  Ahern,IRL,Prime Minister of Ireland 
2070,General debate,A_58_PV.11_E, 2003-09-25 ,Forné Molné,Andorra,Marc  Forné Molné,AND,Prime Minister of the Principality of Andorra 
2071,General debate,A_58_PV.11_E, 2003-09-25 ,Vajpayee,India,Atal Bihari  Vajpayee,IND,Prime Minister of the Republic of India 
2072,General debate,A_58_PV.11_E, 2003-09-25 ,Leclercq,Monaco,Patrick  Leclercq,MCO,Minister of State
2073,General debate,A_58_PV.11_E, 2003-09-25 ,Mahathir bin Mohamad (Malaysia. Prime Minister),Malaysia,ahathir bin Mohamad ,MYS,when necessary
2074,General debate,A_58_PV.11_E, 2003-09-25 ,Kirchner,Argentina,Néstor Carlos  Kirchner,ARG,President of the Argentine Republic 
2075,General debate,A_58_PV.11_E, 2003-09-25 ,Putin,Russian Federation,Vladimir Vladimirovich  Putin,RUS,President of the Russian Federation 
2076,General debate,A_58_PV.11_E, 2003-09-25 ,Papadopoulos,Cyprus,Tassos  Papadopoulos,CYP,President of the Republic of Cyprus 
