,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
2498,General debate,A_60_PV.10_E, 2005-09-17 ,Machimura,Japan,Nobutaka  Machimura,JPN,Minister for Foreign Affairs of Japan. Mr. Machimura (Japan): I should like
2499,General debate,A_60_PV.10_E, 2005-09-17 ,Freivalds,Sweden,Laila  Freivalds,SWE,Minister for Foreign Affairs of Sweden. Ms. Freivalds (Sweden): A small boy on the run remains vividly in my mind today
2500,General debate,A_60_PV.10_E, 2005-09-17 ,Al-Jaafari,Iraq,Ibrahim  Al-Jaafari,IRQ,Prime Minister of the Republic of Iraq 
2501,General debate,A_60_PV.10_E, 2005-09-17 ,Proust,Monaco,Jean-Paul  Proust,MCO,Secretary of State of the Principality of Monaco 
2502,General debate,A_60_PV.10_E, 2005-09-17 ,Zia,Bangladesh,Begum Khaleda  Zia,BGD,Prime Minister of the People(cid:146)s Republic of Bangladesh 
2503,General debate,A_60_PV.10_E, 2005-09-17 ,Obiang Nguema Mbasogo,Equatorial Guinea,Teodoro  Obiang Nguema Mbasogo,GNQ,President of the Republic of Equatorial Guinea 
2504,General debate,A_60_PV.10_E, 2005-09-17 ,Vázquez,Uruguay,Tabaré  Vázquez,URY,President of the Eastern Republic of Uruguay no reason whatsoever to give up the hope of a utopia
2505,General debate,A_60_PV.10_E, 2005-09-17 ,Ahmed,Somalia,Abdullahi Yusuf  Ahmed,SOM,President of the Transitional Federal Government of the Somali Democratic Republic 
2506,General debate,A_60_PV.10_E, 2005-09-17 ,Gasparovic,Slovakia,Ivan  Gasparovic,SVK,
2507,General debate,A_60_PV.10_E, 2005-09-17 ,Pohamba,Namibia,Hifikepunye  Pohamba,NAM,President of the Republic of Namibia 
2508,General debate,A_60_PV.10_E, 2005-09-17 ,Duarte Frutos,Paraguay,Nicanor  Duarte Frutos,PRY,President of the Republic of Paraguay 
2509,General debate,A_60_PV.10_E, 2005-09-17 ,Kibaki,Kenya,Mwai  Kibaki,KEN,President of the Republic of Kenya 
2510,General debate,A_60_PV.10_E, 2005-09-17 ,Hassanal Bolkiah,Brunei Darussalam,Sultan of Brunei Darussalam  Hassanal Bolkiah,BRN,
2511,General debate,A_60_PV.10_E, 2005-09-17 ,Mbeki,South Africa,Thabo  Mbeki,ZAF,President of the Republic of South Africa 
2512,General debate,A_60_PV.10_E, 2005-09-17 ,Ahmadinejad,Iran,Mahmoud  Ahmadinejad,IRN,President of the Islamic Republic of Iran We acknowledge with appreciation the valuable contribution made by the Secretary-General and his team to the ongoing reform process
2513,General debate,A_60_PV.10_E, 2005-09-17 ,Kumaratunga,Sri Lanka,Chandrika  Kumaratunga,LKA,President of the Democratic Socialist Republic of Sri Lanka 
2475,General debate,A_60_PV.11_E, 2005-09-18 ,Tarasyuk,Ukraine,Boris  Tarasyuk,UKR,Minister for Foreign Affairs of Ukraine. Mr. Tarasyuk (Ukraine): At the outset I wish to express my congratulations to you
2476,General debate,A_60_PV.11_E, 2005-09-18 ,Tokaev,Kazakhstan,Kasymzhomart  Tokaev,KAZ,Minister for Foreign Affairs of the Republic of Kazakhstan. Mr. Tokaev (Kazakhstan): We can safely claim that the United Nations summit that has just been concluded will have far-reaching implications for our Organization. Its outcome has prepared the ground for the most radical reform in the entire history of the United Nations. An effective response by the family of nations to global challenges and threats is the ultimate goal of its confidence that the United Nations
2477,General debate,A_60_PV.11_E, 2005-09-18 ,Menezes,Sao Tome and Principe,Fradique Bandeira Melo de  Menezes,STP,President of the Democratic Republic of Sao Tome and Principe 
2478,General debate,A_60_PV.11_E, 2005-09-18 ,Papadopoulos,Cyprus,Tassos  Papadopoulos,CYP,President of the Republic of Cyprus address by the President of the Republic of Cyprus. Mr. Tassos Papadopoulos
