,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
1575,General debate,A_55_PV.10_E, 2000-09-12 ,Borg,Malta,Joseph  Borg,MLT,Minister for Foreign Affairs of Malta. Mr. Borg (Malta): I would like to join the other delegations here in congratulating you
1576,General debate,A_55_PV.10_E, 2000-09-12 ,Albright,United States,Madeleine Korbel  Albright,USA,
1577,General debate,A_55_PV.10_E, 2000-09-12 ,Lampreia,Brazil,Luiz Felipe Palmeira  Lampreia,BRA,the Minister for Foreign Relations of Brazil. I give him the floor. Mr. Lampreia (Brazil): Brazil applauds your election
1564,General debate,A_55_PV.11_E, 2000-09-12 ,Fernández de Soto Valderrama,Colombia,Guillermo  Fernández de Soto Valderrama,COL,on your election to the presidency of the fifty-fifth session of the General Assembly. Allow me also to express the conviction that under your authority our work will be conducted with the same high level of vision and competence demonstrated by the President of your country
1565,General debate,A_55_PV.11_E, 2000-09-12 ,Mihailova,Bulgaria,Nadezhda  Mihailova,BGR,Minister for Foreign Affairs of Bulgaria. Ms. Mihailova (Bulgaria): First of all
1566,General debate,A_55_PV.11_E, 2000-09-12 ,Willi,Liechtenstein,Andrea  Willi,LIE,
1567,General debate,A_55_PV.11_E, 2000-09-12 ,Flores Bermúdez,Honduras,Roberto  Flores Bermúdez,HND,Minister for Foreign Affairs of Honduras. Mr. Flores Bermœdez (Honduras) (spoke in Spanish): It is an honour for me to address the General Assembly
1568,General debate,A_55_PV.11_E, 2000-09-12 ,Rasi,Finland,Marjatta  Rasi,FIN,
1569,General debate,A_55_PV.11_E, 2000-09-12 ,Alvear Valenzuela,Chile,Soledad  Alvear Valenzuela,CHL,
1570,General debate,A_55_PV.11_E, 2000-09-12 ,Idrissov,Kazakhstan,Erlan  Idrissov,KAZ,
1571,General debate,A_55_PV.11_E, 2000-09-12 ,Gadio,Senegal,Cheikh Tidiane  Gadio,SEN,
1572,General debate,A_55_PV.11_E, 2000-09-12 ,Berzins,Latvia,Indulis  Berzins,LVA,
1573,General debate,A_55_PV.11_E, 2000-09-12 ,Eyadéma,Togo,Gnassingbé  Eyadéma,TGO,President of the Togolese Republic 
1574,General debate,A_55_PV.11_E, 2000-09-12 ,Leclercq,Monaco,Patrick  Leclercq,MCO,Prime Minister
1556,General debate,A_55_PV.12_E, 2000-09-13 ,Ilves,Estonia,Toomas Hendrik  Ilves,EST,Minister for Foreign Affairs of Estonia. Mr. Ilves (Estonia): Allow me to begin
1557,General debate,A_55_PV.12_E, 2000-09-13 ,Trazegnies Granda,Peru,Fernando de  Trazegnies Granda,PER,
1558,General debate,A_55_PV.12_E, 2000-09-13 ,Benaissa,Morocco,Mohamed  Benaissa,MAR,Minister Foreign Affairs and Cooperation of Morocco. Mr. Benaissa (Morocco) (spoke in Arabic): Allow me first of all to congratulate you very warmly
1559,General debate,A_55_PV.12_E, 2000-09-13 ,Maraj,Trinidad and Tobago,Ralph  Maraj,TTO,
1560,General debate,A_55_PV.12_E, 2000-09-13 ,Dini,Italy,Lamberto  Dini,ITA,
1561,General debate,A_55_PV.12_E, 2000-09-13 ,Subah,Kuwait,Sabah al-Ahmad al-Jabir  Subah,KWT,the First Deputy Prime Minister and Minister for Foreign Affairs of Kuwait. Sheikh Al-Sabah (Kuwait) (spoke in Arabic): On behalf of the delegation of the State of Kuwait
1562,General debate,A_55_PV.12_E, 2000-09-13 ,Tang,China,Jiaxuan  Tang,CHN,Minister of Foreign Affairs of the Peoples Republic of China. Mr. Tang Jiaxuan (China) (spoke in Chinese): Please allow me to extend my warm congratulations to you
1563,General debate,A_55_PV.12_E, 2000-09-13 ,Condor,Saint Kitts and Nevis,Sam  Condor,KNA,
1541,General debate,A_55_PV.13_E, 2000-09-13 ,Alotaibi,Kuwait,Mansour Ayyad SH.A.  Alotaibi,KWT,
1542,General debate,A_55_PV.13_E, 2000-09-13 ,Flores,Spain,Juan Luis  Flores,ESP,
1543,General debate,A_55_PV.13_E, 2000-09-13 ,Al-Humaimidi,Iraq,Mohammed  Al-Humaimidi,IRQ,
1544,General debate,A_55_PV.13_E, 2000-09-13 ,Djalo,Guinea-Bissau,Mamadu Iaia  Djalo,GNB,
1545,General debate,A_55_PV.13_E, 2000-09-13 ,Ould Sid'Ahmed,Mauritania,Ahmed  Ould Sid'Ahmed,MRT,Minister for Foreign Affairs and Cooperation of the Islamic Republic of Mauritania. Mr. Ould Sid Ahmed (Mauritania) (spoke in Arabic): On behalf of the Islamic Republic of Mauritania
1546,General debate,A_55_PV.13_E, 2000-09-13 ,Ouédraogo,Burkina Faso,Youssouf  Ouédraogo,BFA,Minister for Foreign Affairs of Burkina Faso. (Burkina Faso) Mr. Ouedraogo in French): Exactly one week ago
1547,General debate,A_55_PV.13_E, 2000-09-13 ,Petersen,Denmark,Niels Helveg  Petersen,DNK,Minister for Foreign Affairs of Denmark. Mr. Petersen (Denmark): Allow me first to associate myself with the statement by my colleague
1548,General debate,A_55_PV.13_E, 2000-09-13 ,Green,Mexico,Rosario  Green,MEX,Minister for Foreign Affairs of Mexico. Ms. Green (Mexico) (spoke in Spanish): My country is pleased at the election of Mr. Harri Holkeri to preside over the work of the fifty-fifth session of the General Assembly. We are certain that
1549,General debate,A_55_PV.13_E, 2000-09-13 ,Miller,Barbados,Billie  Miller,BRB,Deputy Prime Minister and Minister for Foreign Affairs and Foreign Trade of Barbados. Ms. Miller (Barbados): I join other delegations in congratulating Mr. Harri Holkeri of Finland on his election to preside over the proceedings of the fifty- fifth session of the General Assembly
1550,General debate,A_55_PV.13_E, 2000-09-13 ,Nguyen,Viet Nam,Dy Nien  Nguyen,VNM,Minister of Foreign Affairs of Viet Nam. Mr. Nguyen Dy Nien (Viet Nam): I would like to convey our warm congratulations to Mr. Harri Holkeri 22 This year(cid:146)s session of the General Assembly is of special significance
1551,General debate,A_55_PV.13_E, 2000-09-13 ,Moussa,Egypt,Amre  Moussa,EGY,Minister for Foreign Affairs of Egypt. Mr. Moussa (Egypt) (spoke in Arabic): It is a great pleasure for me to convey through you
1552,General debate,A_55_PV.13_E, 2000-09-13 ,Kono,Japan,Yohei  Kono,JPN,Minister for Foreign Affairs of Japan. Mr. Kono (Japan) (spoke in Japanese; English text furnished by the delegation): First
1553,General debate,A_55_PV.13_E, 2000-09-13 ,Dlamini-Zuma,South Africa,Nkosazana  Dlamini-Zuma,ZAF,Minister for Foreign Affairs of South Africa. Ms. Dlamini-Zuma (South Africa): Allow me to congratulate you
1554,General debate,A_55_PV.13_E, 2000-09-13 ,Michel,Belgium,Louis  Michel,BEL,who is responsible for their implementation. the Belgian Government the Secretariat (cid:151) and prove I would also like to point out that
1555,General debate,A_55_PV.13_E, 2000-09-13 ,Picula,Croatia,Tonino  Picula,HRV,Minister for Foreign Affairs of the Republic of Croatia. Mr. Picula (Croatia): Year after year
1532,General debate,A_55_PV.14_E, 2000-09-14 ,Prlic,Bosnia and Herzegovina,Jadranko  Prlic,BIH,Minister for Foreign Affairs of Bosnia and Herzegovina. to like I would Mr. Prlic (Bosnia and Herzegovina): At the outset extend my warmest congratulations to the President on his well-deserved election. I also wish to express our sincere appreciation to His Excellency Mr. 
1533,General debate,A_55_PV.14_E, 2000-09-14 ,Lindh,Sweden,Anna  Lindh,SWE,Minister for Foreign Affairs of Sweden. Ms. Lindh (Sweden): 
1534,General debate,A_55_PV.14_E, 2000-09-14 ,Cowen,Ireland,Brian  Cowen,IRL,
1535,General debate,A_55_PV.14_E, 2000-09-14 ,Al-Shara',Syrian Arab Republic,Farouk  Al-Shara',SYR,
1536,General debate,A_55_PV.14_E, 2000-09-14 ,Fischer,Germany,Joschka  Fischer,DEU,Deputy Chancellor and Minister for Foreign Affairs of Germany. Mr. Fischer (Germany) (spoke in German; English text furnished by the delegation): First of all I would like to warmly congratulate you
1537,General debate,A_55_PV.14_E, 2000-09-14 ,Shalghem,Libyan Arab Jamahiriya,Abdurahman  Shalghem,LBY,the Secretary of the General People(cid:146)s Committee for Foreign Liaison and International Cooperation of the Libyan Arab Jamahiriya. in to wish you every success Mr. Shalghem (Libyan Arab Jamahiriya) (spoke in Arabic): It gives me great pleasure
1538,General debate,A_55_PV.14_E, 2000-09-14 ,Cook,United Kingdom,Robin  Cook,GBR,the United Nations High Commissioner for Human Rights
1539,General debate,A_55_PV.14_E, 2000-09-14 ,Jagland,Norway,Thorbjorn  Jagland,NOR,
1540,General debate,A_55_PV.14_E, 2000-09-14 ,El-Hoss,Lebanon,Salim  El-Hoss,LBN,President of the Council of Ministers and Minister for Foreign Affairs of the Lebanese Republic. Mr. El-Hoss (Lebanon) (spoke in Arabic): It gives me pleasure
1520,General debate,A_55_PV.15_E, 2000-09-14 ,Camara,Guinea,Mahawa Bangoura  Camara,GIN,Minister and Cooperation of Guinea. Foreign Affairs for the people and Mrs. Bangoura (Guinea) (spoke in French): I am very pleased on behalf of the Government of Guinea to convey to Mr. Harri Holkeri of Finland our warmest congratulations on his unanimous election to preside over our deliberations at the fifty-fifth session of the General Assembly. His election highlighted his merits
1521,General debate,A_55_PV.15_E, 2000-09-14 ,Piqué,Spain,Josep  Piqué,ESP,Minister for Foreign Affairs of the Kingdom of Spain. Mr. Pique (Spain) (spoke in Spanish): I wish sincerely to congratulate the President on his election to preside over the work of the Millennium Assembly. I would also like to express my appreciation for the work of his predecessor
1522,General debate,A_55_PV.15_E, 2000-09-14 ,Papandreou,Greece,George A.  Papandreou,GRC,Minister for Foreign Affairs of Greece. Mr. Papandreou (Greece): I express my sincere congratulations to the President on his election. I am certain his qualities and skills will bring a successful conclusion to the fifty-fifth session. May I also extend congratulations to Mr. 
1523,General debate,A_55_PV.15_E, 2000-09-14 ,El-Khatib,Jordan,Abdul Ilah  El-Khatib,JOR,Minister for Foreign Affairs of the Hashemite Kingdom of Jordan. (Tunisia) (spoke Mr. El-Khatib (Jordan) (spoke in Arabic): At the outset
1524,General debate,A_55_PV.15_E, 2000-09-14 ,Roman,Romania,Petre  Roman,ROU,Deputy Prime Minister and Minister for Foreign Affairs of Romania. Mr. Roman (Romania) (spoke in Spanish): I am delighted to extend to Mr. Harri Holkeri
