,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
832,General debate,A_51_PV.10_E, 1996-09-26 ,Choi,Democratic People's Republic of Korea,Su Hon  Choi,PRK,ranging from the strengthening of the main United Nations organs to the further development of an Agenda for Peace and an Agenda for Development
833,General debate,A_51_PV.10_E, 1996-09-26 ,Mudenge,Zimbabwe,Isack Stanislaus Gorerazvo  Mudenge,ZWE,
834,General debate,A_51_PV.10_E, 1996-09-26 ,Melgarejo Lanzoni,Paraguay,Ruben Dario  Melgarejo Lanzoni,PRY,
835,General debate,A_51_PV.10_E, 1996-09-26 ,Udovenko,Ukraine,Hennadiy  Udovenko,UKR,
836,General debate,A_51_PV.10_E, 1996-09-26 ,Bolkiah,Brunei Darussalam,Mohamed  Bolkiah,BRN,Minister for Foreign Affairs of Brunei Darussalam. Prince Mohamed Bolkiah (Brunei Darussalam): It is a very special pleasure for Brunei Darussalam to greet you
837,General debate,A_51_PV.10_E, 1996-09-26 ,Dini,Italy,Lamberto  Dini,ITA,
838,General debate,A_51_PV.10_E, 1996-09-26 ,Clerides,Cyprus,Glafcos  Clerides,CYP,President of Republic of Cyprus the the same time
825,General debate,A_51_PV.11_E, 1996-09-26 ,Shihmuradov,Turkmenistan,Boris  Shihmuradov,TKM,
826,General debate,A_51_PV.11_E, 1996-09-26 ,Subah,Kuwait,Sabah al-Ahmad al-Jabir  Subah,KWT,
827,General debate,A_51_PV.11_E, 1996-09-26 ,Mierlo,Netherlands,Hans van  Mierlo,NLD,
828,General debate,A_51_PV.11_E, 1996-09-26 ,Jayakumar,Singapore,Shunmugam  Jayakumar,SGP,
829,General debate,A_51_PV.11_E, 1996-09-26 ,Willi,Liechtenstein,Andrea  Willi,LIE,
830,General debate,A_51_PV.11_E, 1996-09-26 ,Insulza,Chile,José Miguel  Insulza,CHL,
831,General debate,A_51_PV.11_E, 1996-09-26 ,Kadirgamar,Sri Lanka,Lakshman  Kadirgamar,LKA,
811,General debate,A_51_PV.12_E, 1996-09-27 ,Asgrímsson,Iceland,Halldór  Asgrímsson,ISL,recognition was always and exclusively reserved for peacemakers. It was never bestowed on warmongers
812,General debate,A_51_PV.12_E, 1996-09-27 ,Salifou,Niger,Andre  Salifou,NER,
813,General debate,A_51_PV.12_E, 1996-09-27 ,Gama,Portugal,Jaime  Gama,PRT,Minister for Foreign Affairs of Portugal. Mr. Gama (Portugal) (spoke in Portuguese; English text furnished by the delegation): I should first like to congratulate the President of the General Assembly on his election and to express our confidence in his capability to conduct the work of the current session. In congratulating him on his election
814,General debate,A_51_PV.12_E, 1996-09-27 ,Cassar,Malta,Joseph  Cassar,MLT,
815,General debate,A_51_PV.12_E, 1996-09-27 ,Gong,Republic of Korea,Ro Myung  Gong,KOR,the developing countries discovered that
816,General debate,A_51_PV.12_E, 1996-09-27 ,Mahathir,Malaysia,Mohamad  Mahathir,MYS,Prime Minister of Malaysia 
817,General debate,A_51_PV.12_E, 1996-09-27 ,Halonen,Finland,Tarja Kaarina  Halonen,FIN,
818,General debate,A_51_PV.13_E, 1996-09-27 ,Laing,Belize,Edward  Laing,BLZ,
819,General debate,A_51_PV.13_E, 1996-09-27 ,Gonzalez Giner,El Salvador,Ramon  Gonzalez Giner,SLV,
820,General debate,A_51_PV.13_E, 1996-09-27 ,Gyaw,Myanmar,Ohn  Gyaw,MMR,
821,General debate,A_51_PV.13_E, 1996-09-27 ,Gurria Trevino,Mexico,Jose Angel  Gurria Trevino,MEX,
822,General debate,A_51_PV.13_E, 1996-09-27 ,Matutes,Spain,Abel  Matutes,ESP,
823,General debate,A_51_PV.13_E, 1996-09-27 ,Pangalos,Greece,Theodoros  Pangalos,GRC,on whom I now call. 4 13th plenary meeting 27 September 1996 Mr. Pangalos (Greece): Allow me to extend the warmest congratulations of my Government to the President of the General Assembly at its fifty-first session on his election. I would also like to express our deep appreciation to his predecessor
824,General debate,A_51_PV.13_E, 1996-09-27 ,Gray,New Zealand,Robin  Gray,NZL,
804,General debate,A_51_PV.14_E, 1996-09-30 ,Robaina Gonzalez,Cuba,Roberto  Robaina Gonzalez,CUB,will meet in Luanda to exchange views on the critical situation in Angola and its implications for the region
805,General debate,A_51_PV.14_E, 1996-09-30 ,Al-Eryany,Yemen,Abdulkarim  Al-Eryany,YEM,
806,General debate,A_51_PV.14_E, 1996-09-30 ,Zieleniec,Czech Republic,Josef  Zieleniec,CZE,
807,General debate,A_51_PV.14_E, 1996-09-30 ,Osho,Benin,Pierre  Osho,BEN,
808,General debate,A_51_PV.14_E, 1996-09-30 ,Alatas,Indonesia,Ali  Alatas,IDN,whose thirty-fifth anniversary we have just celebrated in an expression of steadfastness in our convictions and in continued political cooperation. We share common problems with developing countries
809,General debate,A_51_PV.14_E, 1996-09-30 ,Gurirab,Namibia,Theo-Ben  Gurirab,NAM,
810,General debate,A_51_PV.14_E, 1996-09-30 ,Aranibar Quiroga,Bolivia,Antonio  Aranibar Quiroga,BOL,on whom I now call. Mr. Aranibar Quiroga (Bolivia) (interpretation from Spanish): Allow me to convey the congratulations of the Government and the people of Bolivia
797,General debate,A_51_PV.15_E, 1996-09-30 ,Velliste,Estonia,Trivimi  Velliste,EST,
798,General debate,A_51_PV.15_E, 1996-09-30 ,Kayinamura,Rwanda,Gideon  Kayinamura,RWA,
