,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
628,General debate,A_50_PV.10_E, 1995-09-28 ,Tokaev,Kazakhstan,Kasymzhomart  Tokaev,KAZ,
629,General debate,A_50_PV.10_E, 1995-09-28 ,De Marco,Malta,Guido  De Marco,MLT,
630,General debate,A_50_PV.10_E, 1995-09-28 ,Zoumanigui,Guinea,Kozo  Zoumanigui,GIN,
631,General debate,A_50_PV.10_E, 1995-09-28 ,Udovenko,Ukraine,Hennadiy  Udovenko,UKR,
632,General debate,A_50_PV.10_E, 1995-09-28 ,Hjelm-Wallen,Sweden,Lena  Hjelm-Wallen,SWE,
633,General debate,A_50_PV.10_E, 1995-09-28 ,Gong,Republic of Korea,Ro Myung  Gong,KOR,
634,General debate,A_50_PV.10_E, 1995-09-28 ,Monnou,Benin,Edgar-Yves  Monnou,BEN,
627,General debate,A_50_PV.11_E, 1995-09-28 ,Fernando Guillén,Peru,Salas  Fernando Guillén,PER,
635,General debate,A_50_PV.11_E, 1995-09-28 ,Lee,Republic of Korea,Kyu Hyung  Lee,KOR,
636,General debate,A_50_PV.11_E, 1995-09-28 ,Gaussot,France,Jean-Michel  Gaussot,FRA,
637,General debate,A_50_PV.11_E, 1995-09-28 ,Kim,Democratic People's Republic of Korea,Chang Guk  Kim,PRK,and at least show sincerity Mr. Guillen (Peru) (interpretation from Spanish): In his statement to the General Assembly this afternoon
638,General debate,A_50_PV.11_E, 1995-09-28 ,Gomersall,United Kingdom,Stephen  Gomersall,GBR,
639,General debate,A_50_PV.11_E, 1995-09-28 ,Merafhe,Botswana,Mompati S.  Merafhe,BWA,
640,General debate,A_50_PV.11_E, 1995-09-28 ,McKinnon,New Zealand,Don  McKinnon,NZL,
641,General debate,A_50_PV.11_E, 1995-09-28 ,Poos,Luxembourg,Jacques F.  Poos,LUX,on whom I now call. and Cooperation Mr. Poos (Luxembourg) (interpretation from French): Like previous speakers
642,General debate,A_50_PV.11_E, 1995-09-28 ,Kasemsri,Thailand,Kasem  Kasemsri,THA,
643,General debate,A_50_PV.11_E, 1995-09-28 ,Kovács,Hungary,László  Kovács,HUN,
644,General debate,A_50_PV.11_E, 1995-09-28 ,Leoro,Ecuador,Galo  Leoro,ECU,Minister for Foreign Affairs of Ecuador
645,General debate,A_50_PV.11_E, 1995-09-28 ,Schenk,Slovakia,Juraj  Schenk,SVK,on whom I now call. Mr. Schenk (Slovakia): Mr. President
620,General debate,A_50_PV.12_E, 1995-09-29 ,Agnelli,Italy,Susanna  Agnelli,ITA,
