,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
1005,General debate,A_52_PV.10_E, 1997-09-24 ,Moura,Angola,Venancio de  Moura,AGO,
1006,General debate,A_52_PV.10_E, 1997-09-24 ,Latorre,Dominican Republic,Eduardo  Latorre,DOM,
1007,General debate,A_52_PV.10_E, 1997-09-24 ,Hjelm-Wallen,Sweden,Lena  Hjelm-Wallen,SWE,Minister for Foreign Affairs of Sweden. Mrs. Hjelm-Wallen the (Sweden): Foreign Minister I sincerely congratulate of Ukraine
1008,General debate,A_52_PV.10_E, 1997-09-24 ,Ahwoi,Ghana,Kwamena  Ahwoi,GHA,Minister Responsible for Foreign Affairs of Ghana. Mr. Ahwoi (Ghana): 
1009,General debate,A_52_PV.10_E, 1997-09-24 ,Tella,Argentina,Guido di  Tella,ARG,on whom I now call. Mr. Di Tella (Argentina) (interpretation from Spanish): In recent years we have
1010,General debate,A_52_PV.10_E, 1997-09-24 ,Burelli Rivas,Venezuela,Miguel  Burelli Rivas,VEN,
1011,General debate,A_52_PV.10_E, 1997-09-24 ,Saudargas,Lithuania,Algirdas  Saudargas,LTU,
1012,General debate,A_52_PV.10_E, 1997-09-24 ,Veiga,Cape Verde,Carlos  Veiga,CPV,Prime Minister of the Republic of Cape Verde 
1013,General debate,A_52_PV.10_E, 1997-09-24 ,Kucan,Slovenia,Milan  Kucan,SVN,President of the Republic of Slovenia
999,General debate,A_52_PV.11_E, 1997-09-25 ,Al-Nuaimi,United Arab Emirates,Rashid Abdullah  Al-Nuaimi,ARE,
1000,General debate,A_52_PV.11_E, 1997-09-25 ,Severin,Romania,Adrian  Severin,ROU,
1001,General debate,A_52_PV.11_E, 1997-09-25 ,Dini,Italy,Lamberto  Dini,ITA,on whom I now call. Mr. Dini (Italy): I warmly congratulate Minister Udovenko on his election to the helm of the fifty-second session of the General Assembly. His profound experience in international affairs is the best guarantee for the success of his mandate. Allow me also to thank his predecessor
1002,General debate,A_52_PV.11_E, 1997-09-25 ,Granic,Croatia,Mate  Granic,HRV,
1003,General debate,A_52_PV.11_E, 1997-09-25 ,Patterson,Jamaica,Percival James  Patterson,JAM,Prime Minister of Jamaica 
1004,General debate,A_52_PV.11_E, 1997-09-25 ,Kramplova,Slovakia,Zdenka  Kramplova,SVK,Minister for Foreign Affairs of Slovakia. I give her the floor. Ms. Kramplova (Slovakia): Mr. President
991,General debate,A_52_PV.12_E, 1997-09-25 ,Derycke,Belgium,Erik  Derycke,BEL,
992,General debate,A_52_PV.12_E, 1997-09-25 ,Burke,Ireland,Ray  Burke,IRL,
993,General debate,A_52_PV.12_E, 1997-09-25 ,Axworthy,Canada,Lloyd  Axworthy,CAN,
994,General debate,A_52_PV.12_E, 1997-09-25 ,Rohee,Guyana,Clement  Rohee,GUY,Minister for Foreign Affairs of the Republic of Guyana. Mr. Rohee (Guyana): For some time now the United Nations has been engaged in a process of reform and restructuring with the aim of improving its capacity to address the many challenges which the world now faces. It has been an arduous and time-consuming exercise which
995,General debate,A_52_PV.12_E, 1997-09-25 ,Filali,Morocco,Abdellatif  Filali,MAR,Prime Minister and Minister for Foreign Affairs and Cooperation of the Kingdom of Morocco 
996,General debate,A_52_PV.12_E, 1997-09-25 ,Schüssel,Austria,Wolfgang  Schüssel,AUT,
997,General debate,A_52_PV.12_E, 1997-09-25 ,Samper Pizano,Colombia,Ernesto  Samper Pizano,COL,President of the Republic of Colombia 5 General Assembly Fifty-second session 
998,General debate,A_52_PV.12_E, 1997-09-25 ,Alarcon Rivera,Ecuador,Fabian  Alarcon Rivera,ECU,President of the Republic of Ecuador 
984,General debate,A_52_PV.13_E, 1997-09-26 ,Asgrímsson,Iceland,Halldór  Asgrímsson,ISL,are confronted with. 
